0,1,2,3,4,5,6,7,8,9,10,11,12
goa,2011,2.0,20.0,0.0,17.0,2.0,4.0,0.0,0.0,0.0,30.0,75.0
gujarat,2011,69.0,130.0,0.0,605.0,1.0,105.0,4.0,0.0,13.0,204.0,1131.0
haryana,2011,14.0,66.0,5.0,144.0,4.0,15.0,0.0,2.0,6.0,22.0,280.0
himachal pradesh,2011,6.0,72.0,0.0,108.0,1.0,8.0,3.0,0.0,0.0,63.0,261.0
jammu & kashmir,2011,4.0,9.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,25.0
jharkhand,2011,5.0,16.0,1.0,18.0,0.0,1.0,15.0,6.0,0.0,22.0,85.0
karnataka,2011,52.0,97.0,1.0,109.0,0.0,21.0,8.0,1.0,12.0,33.0,334.0
kerala,2011,47.0,423.0,0.0,129.0,2.0,4.0,9.0,0.0,3.0,835.0,1452.0
madhya pradesh,2011,123.0,1262.0,38.0,517.0,12.0,89.0,20.0,3.0,5.0,2312.0,4381.0
maharashtra,2011,204.0,818.0,12.0,858.0,12.0,189.0,20.0,2.0,19.0,1208.0,3362.0
manipur,2011,3.0,19.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
meghalaya,2011,8.0,66.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,104.0
mizoram,2011,0.0,39.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,52.0
nagaland,2011,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
odisha,2011,18.0,165.0,0.0,85.0,1.0,1.0,12.0,0.0,1.0,32.0,315.0
punjab,2011,41.0,166.0,15.0,349.0,0.0,22.0,0.0,0.0,0.0,29.0,622.0
rajasthan,2011,78.0,394.0,13.0,785.0,0.0,98.0,19.0,2.0,5.0,97.0,1491.0
sikkim,2011,1.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0
tamil nadu,2011,108.0,271.0,0.0,519.0,2.0,2.0,0.0,0.0,0.0,23.0,925.0
tripura,2011,9.0,45.0,0.0,28.0,0.0,0.0,5.0,0.0,0.0,15.0,102.0
uttar pradesh,2011,326.0,1088.0,12.0,3739.0,5.0,0.0,0.0,4.0,4.0,321.0,5500.0
uttarakhand,2011,9.0,23.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,12.0,83.0
west bengal,2011,46.0,252.0,0.0,660.0,3.0,1.0,298.0,87.0,25.0,78.0,1450.0
a&n islands,2011,1.0,9.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,8.0,31.0
chandigarh,2011,3.0,15.0,0.0,40.0,0.0,7.0,0.0,0.0,0.0,9.0,74.0
d&n haveli,2011,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
daman & diu,2011,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
delhi,2011,39.0,339.0,5.0,3528.0,0.0,68.0,3.0,2.0,0.0,266.0,4250.0
lakshadweep,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
puducherry,2011,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0
andhra pradesh,2012,113.0,613.0,1.0,781.0,21.0,49.0,30.0,4.0,29.0,633.0,2274.0
arunachal pradesh,2012,0.0,18.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0
assam,2012,15.0,156.0,0.0,68.0,0.0,0.0,122.0,0.0,0.0,31.0,392.0
bihar,2012,129.0,137.0,1.0,2546.0,0.0,0.0,48.0,10.0,16.0,5.0,2894.0
chhattisgarh,2012,69.0,519.0,5.0,276.0,10.0,9.0,13.0,0.0,2.0,978.0,1881.0
goa,2012,3.0,38.0,0.0,15.0,1.0,4.0,0.0,0.0,0.0,61.0,122.0
gujarat,2012,60.0,150.0,7.0,834.0,1.0,79.0,19.0,0.0,14.0,163.0,1327.0
haryana,2012,40.0,276.0,28.0,535.0,3.0,15.0,0.0,0.0,11.0,107.0,1015.0
himachal pradesh,2012,9.0,89.0,0.0,97.0,0.0,3.0,3.0,0.0,0.0,65.0,266.0
jammu & kashmir,2012,0.0,13.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,3.0,40.0
jharkhand,2012,1.0,6.0,0.0,32.0,0.0,0.0,16.0,7.0,0.0,46.0,113.0
karnataka,2012,57.0,142.0,3.0,471.0,0.0,41.0,45.0,0.0,20.0,96.0,875.0
kerala,2012,34.0,455.0,1.0,147.0,3.0,4.0,10.0,0.0,6.0,664.0,1324.0
madhya pradesh,2012,140.0,1632.0,64.0,630.0,19.0,134.0,21.0,5.0,3.0,2520.0,5168.0
maharashtra,2012,212.0,917.0,22.0,893.0,13.0,199.0,31.0,2.0,6.0,1157.0,3456.0
manipur,2012,4.0,17.0,0.0,61.0,0.0,0.0,17.0,0.0,0.0,5.0,104.0
meghalaya,2012,0.0,81.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0
mizoram,2012,1.0,73.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,18.0,95.0
nagaland,2012,1.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
odisha,2012,25.0,192.0,0.0,96.0,0.0,0.0,5.0,0.0,1.0,99.0,418.0
punjab,2012,48.0,295.0,25.0,459.0,2.0,15.0,0.0,0.0,0.0,33.0,877.0
rajasthan,2012,55.0,572.0,37.0,847.0,6.0,172.0,20.0,1.0,10.0,87.0,1807.0
sikkim,2012,1.0,21.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
tamil nadu,2012,95.0,292.0,0.0,576.0,1.0,4.0,28.0,0.0,0.0,40.0,1036.0
tripura,2012,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0
uttar pradesh,2012,463.0,1040.0,11.0,4239.0,57.0,2.0,2.0,18.0,5.0,196.0,6033.0
uttarakhand,2012,11.0,34.0,0.0,53.0,0.0,0.0,7.0,0.0,0.0,17.0,122.0
west bengal,2012,46.0,285.0,0.0,767.0,7.0,8.0,369.0,56.0,43.0,122.0,1706.0
a&n islands,2012,1.0,10.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0
chandigarh,2012,1.0,17.0,0.0,59.0,0.0,10.0,0.0,0.0,0.0,9.0,96.0
d&n haveli,2012,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
daman & diu,2012,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
delhi,2012,41.0,415.0,2.0,3686.0,0.0,68.0,3.0,4.0,1.0,241.0,4462.0
lakshadweep,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
puducherry,2012,0.0,7.0,0.0,18.0,0.0,3.0,0.0,0.0,1.0,3.0,32.0
andhra pradesh,2013,87.0,770.0,7.0,1014.0,14.0,43.0,40.0,2.0,16.0,576.0,2576.0
arunachal pradesh,2013,0.0,35.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,7.0,82.0
assam,2013,14.0,230.0,0.0,80.0,0.0,0.0,129.0,0.0,1.0,64.0,518.0
bihar,2013,101.0,86.0,1.0,1180.0,0.0,1.0,193.0,3.0,1.0,14.0,1580.0
chhattisgarh,2013,49.0,595.0,15.0,1634.0,95.0,7.0,44.0,0.0,1.0,1282.0,3737.0
goa,2013,0.0,59.0,0.0,90.0,1.0,2.0,0.0,0.0,0.0,118.0,270.0
gujarat,2013,77.0,263.0,2.0,1429.0,0.0,113.0,0.0,2.0,12.0,178.0,2076.0
haryana,2013,73.0,388.0,21.0,911.0,6.0,8.0,0.0,2.0,17.0,214.0,1640.0
himachal pradesh,2013,5.0,130.0,2.0,198.0,1.0,7.0,1.0,0.0,2.0,82.0,428.0
jammu & kashmir,2013,11.0,25.0,0.0,26.0,0.0,3.0,1.0,0.0,0.0,9.0,75.0
jharkhand,2013,11.0,23.0,4.0,48.0,1.0,0.0,17.0,5.0,1.0,16.0,129.0
karnataka,2013,64.0,270.0,0.0,700.0,0.0,58.0,71.0,1.0,26.0,159.0,1353.0
kerala,2013,40.0,637.0,1.0,136.0,9.0,4.0,15.0,0.0,11.0,1024.0,1877.0
madhya pradesh,2013,114.0,2112.0,79.0,2262.0,16.0,124.0,21.0,3.0,6.0,3502.0,8247.0
maharashtra,2013,191.0,1546.0,17.0,1698.0,26.0,259.0,41.0,13.0,16.0,2595.0,6410.0
manipur,2013,3.0,40.0,0.0,56.0,0.0,0.0,22.0,0.0,0.0,2.0,123.0
meghalaya,2013,8.0,112.0,0.0,35.0,0.0,0.0,8.0,0.0,0.0,19.0,183.0
mizoram,2013,2.0,57.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,78.0
nagaland,2013,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
odisha,2013,28.0,509.0,1.0,366.0,1.0,0.0,79.0,0.0,0.0,139.0,1123.0
punjab,2013,30.0,490.0,12.0,690.0,0.0,8.0,1.0,0.0,0.0,98.0,1336.0
rajasthan,2013,64.0,892.0,34.0,1426.0,1.0,226.0,54.0,0.0,5.0,177.0,2888.0
sikkim,2013,0.0,25.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
tamil nadu,2013,83.0,419.0,1.0,499.0,2.0,2.0,0.0,0.0,56.0,113.0,1188.0
tripura,2013,9.0,43.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,26.0,100.0
uttar pradesh,2013,482.0,1381.0,17.0,6002.0,36.0,3.0,0.0,0.0,5.0,1921.0,9857.0
uttarakhand,2013,7.0,32.0,0.0,181.0,0.0,0.0,1.0,0.0,0.0,11.0,232.0
west bengal,2013,68.0,377.0,3.0,1388.0,5.0,1.0,486.0,69.0,43.0,89.0,2530.0
a&n islands,2013,0.0,21.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,18.0,54.0
chandigarh,2013,2.0,19.0,0.0,164.0,0.0,2.0,0.0,0.0,0.0,26.0,213.0
d&n haveli,2013,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
daman & diu,2013,1.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0
delhi,2013,33.0,757.0,3.0,5809.0,1.0,56.0,0.0,0.0,1.0,537.0,7199.0
lakshadweep,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
puducherry,2013,0.0,9.0,0.0,34.0,0.0,1.0,0.0,0.0,1.0,2.0,47.0
andhra pradesh,2014,45.0,477.0,0.0,600.0,8.0,26.0,37.0,0.0,16.0,380.0,2059.0
arunachal pradesh,2014,5.0,43.0,0.0,66.0,1.0,0.0,1.0,0.0,0.0,3.0,134.0
assam,2014,22.0,125.0,0.0,152.0,0.0,0.0,303.0,0.0,4.0,181.0,1385.0
bihar,2014,61.0,103.0,0.0,1585.0,0.0,1.0,280.0,2.0,10.0,97.0,2255.0
chhattisgarh,2014,50.0,806.0,5.0,1844.0,1.0,5.0,1.0,2.0,2.0,656.0,4358.0
goa,2014,3.0,57.0,0.0,134.0,1.0,3.0,0.0,0.0,0.0,78.0,330.0
gujarat,2014,82.0,291.0,0.0,2101.0,0.0,87.0,0.0,0.0,16.0,191.0,3219.0
haryana,2014,56.0,416.0,6.0,816.0,3.0,36.0,277.0,0.0,15.0,448.0,2540.0
himachal pradesh,2014,7.0,135.0,4.0,210.0,2.0,8.0,3.0,0.0,4.0,4.0,467.0
jammu & kashmir,2014,3.0,37.0,0.0,139.0,0.0,10.0,0.0,0.0,0.0,1.0,211.0
jharkhand,2014,8.0,78.0,1.0,94.0,0.0,0.0,12.0,0.0,1.0,25.0,423.0
karnataka,2014,87.0,694.0,0.0,1177.0,0.0,101.0,61.0,1.0,44.0,443.0,3416.0
kerala,2014,44.0,754.0,0.0,130.0,5.0,5.0,4.0,0.0,19.0,441.0,2391.0
madhya pradesh,2014,131.0,2352.0,30.0,6339.0,6.0,148.0,5.0,1.0,15.0,3282.0,15085.0
maharashtra,2014,195.0,1714.0,7.0,2616.0,19.0,225.0,7.0,4.0,14.0,877.0,8115.0
manipur,2014,9.0,38.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,7.0,137.0
meghalaya,2014,7.0,61.0,0.0,43.0,0.0,3.0,11.0,0.0,0.0,12.0,213.0
mizoram,2014,0.0,91.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,178.0
nagaland,2014,1.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
odisha,2014,23.0,753.0,0.0,800.0,0.0,1.0,74.0,0.0,0.0,120.0,2196.0
punjab,2014,42.0,476.0,10.0,871.0,0.0,35.0,5.0,0.0,2.0,51.0,1762.0
rajasthan,2014,73.0,825.0,24.0,1814.0,1.0,213.0,61.0,0.0,5.0,152.0,3880.0
sikkim,2014,1.0,40.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
tamil nadu,2014,103.0,0.0,0.0,390.0,1.0,1.0,0.0,0.0,47.0,268.0,2354.0
telangana,2014,70.0,583.0,2.0,634.0,2.0,43.0,26.0,1.0,13.0,76.0,1930.0
tripura,2014,21.0,122.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,3.0,369.0
uttar pradesh,2014,543.0,1538.0,11.0,5875.0,1.0,1.0,0.0,0.0,10.0,256.0,14835.0
uttarakhand,2014,11.0,84.0,1.0,275.0,0.0,0.0,0.0,0.0,0.0,5.0,489.0
west bengal,2014,64.0,0.0,0.0,2351.0,3.0,0.0,852.0,67.0,37.0,161.0,4909.0
a&n islands,2014,1.0,20.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0
chandigarh,2014,0.0,32.0,1.0,130.0,0.0,3.0,0.0,0.0,0.0,12.0,208.0
d&n haveli,2014,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
daman & diu,2014,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0
delhi,2014,48.0,1004.0,5.0,6452.0,1.0,27.0,0.0,4.0,2.0,242.0,9350.0
lakshadweep,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
puducherry,2014,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,1.0,38.0
andhra pradesh,2015,44.0,489.0,0.0,497.0,1.0,27.0,33.0,0.0,15.0,298.0,1992.0
arunachal pradesh,2015,6.0,34.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0
assam,2015,16.0,43.0,0.0,383.0,0.0,0.0,1303.0,0.0,14.0,131.0,2835.0
bihar,2015,97.0,116.0,0.0,1231.0,0.0,0.0,305.0,0.0,0.0,55.0,1917.0
chhattisgarh,2015,66.0,317.0,11.0,1846.0,8.0,21.0,2.0,2.0,6.0,804.0,4469.0
goa,2015,3.0,50.0,0.0,102.0,0.0,6.0,0.0,0.0,0.0,49.0,242.0
gujarat,2015,81.0,57.0,1.0,1589.0,0.0,60.0,1.0,0.0,9.0,138.0,3623.0
haryana,2015,50.0,261.0,14.0,1255.0,0.0,27.0,190.0,2.0,14.0,574.0,3262.0
himachal pradesh,2015,7.0,139.0,1.0,232.0,1.0,9.0,0.0,0.0,1.0,5.0,477.0
jammu & kashmir,2015,6.0,28.0,0.0,244.0,0.0,16.0,1.0,0.0,0.0,2.0,308.0
jharkhand,2015,8.0,24.0,1.0,110.0,0.0,0.0,27.0,0.0,1.0,10.0,406.0
karnataka,2015,108.0,0.0,1.0,1605.0,0.0,100.0,65.0,0.0,35.0,409.0,3961.0
kerala,2015,39.0,720.0,0.0,171.0,3.0,4.0,3.0,0.0,13.0,304.0,2384.0
madhya pradesh,2015,124.0,1568.0,17.0,5265.0,8.0,145.0,5.0,5.0,9.0,2542.0,12859.0
maharashtra,2015,207.0,2231.0,11.0,6960.0,13.0,219.0,6.0,1.0,24.0,1120.0,13921.0
manipur,2015,5.0,13.0,0.0,52.0,0.0,1.0,0.0,0.0,0.0,8.0,110.0
meghalaya,2015,5.0,38.0,0.0,48.0,0.0,1.0,18.0,0.0,0.0,15.0,257.0
mizoram,2015,3.0,30.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,186.0
nagaland,2015,2.0,8.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0
odisha,2015,20.0,1052.0,0.0,986.0,0.0,1.0,7.0,0.0,1.0,104.0,2562.0
punjab,2015,45.0,462.0,10.0,937.0,2.0,41.0,6.0,0.0,5.0,54.0,1836.0
rajasthan,2015,59.0,728.0,13.0,1690.0,1.0,141.0,38.0,0.0,6.0,164.0,3689.0
sikkim,2015,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0
tamil nadu,2015,87.0,0.0,0.0,398.0,1.0,2.0,9.0,0.0,77.0,396.0,2617.0
telangana,2015,72.0,705.0,2.0,608.0,0.0,28.0,42.0,0.0,15.0,381.0,2697.0
tripura,2015,4.0,98.0,0.0,92.0,1.0,0.0,14.0,0.0,2.0,7.0,255.0
uttar pradesh,2015,474.0,594.0,12.0,5913.0,8.0,3.0,1.0,4.0,4.0,231.0,11420.0
uttarakhand,2015,8.0,52.0,0.0,444.0,0.0,0.0,1.0,0.0,1.0,2.0,635.0
west bengal,2015,53.0,0.0,0.0,1951.0,4.0,0.0,1003.0,91.0,40.0,237.0,4963.0
a&n islands,2015,1.0,26.0,0.0,28.0,0.0,2.0,0.0,0.0,1.0,30.0,102.0
chandigarh,2015,1.0,41.0,0.0,164.0,0.0,6.0,7.0,0.0,0.0,2.0,271.0
d&n haveli,2015,2.0,2.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,2.0,35.0
daman & diu,2015,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
delhi,2015,54.0,927.0,3.0,6881.0,0.0,23.0,0.0,6.0,0.0,231.0,9489.0
lakshadweep,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
puducherry,2015,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0
